Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_hybrid
ABB: PVI-3.0-OUTD-S-US-A [208V],208,18.1674,3000,3142.3,310,-8.04E-06,-1.10E-05,0.000998581,-0.000287238,0.1,480,10.1365,100,480,10/15/2018,N
ABB: PVI-3.0-OUTD-S-US-A [240V],240,16.8813,3000,3121.67,340,-5.70E-06,-2.12E-05,0.000583014,-0.000712316,0.1,480,9.18138,100,480,10/15/2018,N
ABB: PVI-3.0-OUTD-S-US-A [277V],277,22.0466,3000,3106.85,390,-5.46E-06,-3.32E-05,-3.21E-05,-0.00118014,0.2,480,7.96628,100,480,10/15/2018,N
ABB: PVI-3.0-OUTD-S-US-Z-A [208V],208,18.1674,3000,3142.3,310,-8.04E-06,-1.10E-05,0.000998581,-0.000287238,0.1,480,10.1365,100,480,10/15/2018,N
ABB: PVI-3.0-OUTD-S-US-Z-A [240V],240,16.8813,3000,3121.67,340,-5.70E-06,-2.12E-05,0.000583014,-0.000712316,0.1,480,9.18138,100,480,10/15/2018,N
ABB: PVI-3.0-OUTD-S-US-Z-A [277V],277,22.0466,3000,3106.85,390,-5.46E-06,-3.32E-05,-3.21E-05,-0.00118014,0.2,480,7.96628,100,480,10/15/2018,N
ABB: PVI-3.0-OUTD-S-US-Z-M-A [208V],208,18.1674,3000,3142.3,310,-8.04E-06,-1.10E-05,0.000998581,-0.000287238,0.1,480,10.1365,100,480,10/15/2018,N
ABB: PVI-3.0-OUTD-S-US-Z-M-A [240V],240,16.8813,3000,3121.67,340,-5.70E-06,-2.12E-05,0.000583014,-0.000712316,0.1,480,9.18138,100,480,10/15/2018,N
ABB: PVI-3.0-OUTD-S-US-Z-M-A [277V],277,22.0466,3000,3106.85,390,-5.46E-06,-3.32E-05,-3.21E-05,-0.00118014,0.2,480,7.96628,100,480,10/15/2018,N
ABB: PVI-3.6-OUTD-S-US-A [208V],208,25.5942,3600,3757.45,310,-5.21E-06,-3.34E-06,0.000858902,0.000536007,0.1,480,12.1208,100,480,10/15/2018,N
ABB: PVI-3.6-OUTD-S-US-A [240V],240,22.8129,3600,3739.76,340,-3.05E-06,-1.84E-05,0.000482712,0.00102343,0.2,480,10.9993,100,480,10/15/2018,N
ABB: PVI-3.6-OUTD-S-US-A [277V],277,29.8083,3600,3724.19,395,-3.75E-06,-3.53E-05,-0.000141702,0.000468487,0.2,480,9.42832,100,480,10/15/2018,N
ABB: PVI-3.6-OUTD-S-US-Z-A [208V],208,25.5942,3600,3757.45,310,-5.21E-06,-3.34E-06,0.000858902,0.000536007,0.1,480,12.1208,100,480,10/15/2018,N
ABB: PVI-3.6-OUTD-S-US-Z-A [240V],240,22.8129,3600,3739.76,340,-3.05E-06,-1.84E-05,0.000482712,0.00102343,0.2,480,10.9993,100,480,10/15/2018,N
ABB: PVI-3.6-OUTD-S-US-Z-A [277V],277,29.8083,3600,3724.19,395,-3.75E-06,-3.53E-05,-0.000141702,0.000468487,0.2,480,9.42832,100,480,10/15/2018,N
ABB: PVI-3.6-OUTD-S-US-Z-M-A [208V],208,25.5942,3600,3757.45,310,-5.21E-06,-3.34E-06,0.000858902,0.000536007,0.1,480,12.1208,100,480,10/15/2018,N
ABB: PVI-3.6-OUTD-S-US-Z-M-A [240V],240,22.8129,3600,3739.76,340,-3.05E-06,-1.84E-05,0.000482712,0.00102343,0.2,480,10.9993,100,480,10/15/2018,N
ABB: PVI-3.6-OUTD-S-US-Z-M-A [277V],277,29.8083,3600,3724.19,395,-3.75E-06,-3.53E-05,-0.000141702,0.000468487,0.2,480,9.42832,100,480,10/15/2018,N
ABB: PVI-3.8-OUTD-S-US-A [208V],208,25.7854,3800,3972.82,310,-4.87E-06,-1.23E-05,0.00104707,0.000260384,0.12,480,12.8156,100,480,10/15/2018,N
ABB: PVI-3.8-OUTD-S-US-A [240V],240,26.9816,3800,3950.15,340,-3.29E-06,-2.42E-05,0.000674436,0.000509655,0.16,480,11.6181,100,480,10/15/2018,N
ABB: PVI-3.8-OUTD-S-US-A [277V],277,29.741,3800,3931.93,395,-2.82E-06,-3.82E-05,1.83E-05,-2.19E-05,0.22,480,9.95425,100,480,10/15/2018,N
ABB: PVI-3.8-OUTD-S-US-Z-A [208V],208,25.7854,3800,3972.82,310,-4.87E-06,-1.23E-05,0.00104707,0.000260384,0.12,480,12.8156,100,480,10/15/2018,N
ABB: PVI-3.8-OUTD-S-US-Z-A [240V],240,26.9816,3800,3950.15,340,-3.29E-06,-2.42E-05,0.000674436,0.000509655,0.16,480,11.6181,100,480,10/15/2018,N
ABB: PVI-3.8-OUTD-S-US-Z-A [277V],277,29.741,3800,3931.93,395,-2.82E-06,-3.82E-05,1.83E-05,-2.19E-05,0.22,480,9.95425,100,480,10/15/2018,N
ABB: PVI-3.8-OUTD-S-US-Z-M-A [208V],208,25.7854,3800,3972.82,310,-4.87E-06,-1.23E-05,0.00104707,0.000260384,0.12,480,12.8156,100,480,10/15/2018,N
ABB: PVI-3.8-OUTD-S-US-Z-M-A [240V],240,26.9816,3800,3950.15,340,-3.29E-06,-2.42E-05,0.000674436,0.000509655,0.16,480,11.6181,100,480,10/15/2018,N
ABB: PVI-3.8-OUTD-S-US-Z-M-A [277V],277,29.741,3800,3931.93,395,-2.82E-06,-3.82E-05,1.83E-05,-2.19E-05,0.22,480,9.95425,100,480,10/15/2018,N
ABB: PVI-4.2-OUTD-S-US-A [208V],208,24.6477,4200,4393.08,310,-4.83E-06,-2.92E-06,0.000630428,0.000205787,0.1,480,14.1712,100,480,10/15/2018,N
ABB: PVI-4.2-OUTD-S-US-A [240V],240,27.7352,4200,4369.96,340,-4.06E-06,-2.40E-05,-6.32E-05,-0.000597557,0.2,480,12.8528,100,480,10/15/2018,N
ABB: PVI-4.2-OUTD-S-US-A [277V],277,29.0718,4200,4347.12,395,-3.35E-06,-3.39E-05,-0.000283269,0.000288563,0.2,480,11.0054,100,480,10/15/2018,N
ABB: PVI-4.2-OUTD-S-US-Z-A [208V],208,24.6477,4200,4393.08,310,-4.83E-06,-2.92E-06,0.000630428,0.000205787,0.1,480,14.1712,100,480,10/15/2018,N
ABB: PVI-4.2-OUTD-S-US-Z-A [240V],240,27.7352,4200,4369.96,340,-4.06E-06,-2.40E-05,-6.32E-05,-0.000597557,0.2,480,12.8528,100,480,10/15/2018,N
ABB: PVI-4.2-OUTD-S-US-Z-A [277V],277,29.0718,4200,4347.12,395,-3.35E-06,-3.39E-05,-0.000283269,0.000288563,0.2,480,11.0054,100,480,10/15/2018,N
ABB: PVI-4.2-OUTD-S-US-Z-M-A [208V],208,24.6477,4200,4393.08,310,-4.83E-06,-2.92E-06,0.000630428,0.000205787,0.1,480,14.1712,100,480,10/15/2018,N
ABB: PVI-4.2-OUTD-S-US-Z-M-A [240V],240,27.7352,4200,4369.96,340,-4.06E-06,-2.40E-05,-6.32E-05,-0.000597557,0.2,480,12.8528,100,480,10/15/2018,N
ABB: PVI-4.2-OUTD-S-US-Z-M-A [277V],277,29.0718,4200,4347.12,395,-3.35E-06,-3.39E-05,-0.000283269,0.000288563,0.2,480,11.0054,100,480,10/15/2018,N
ABB: PVI-5000-OUTD-US-A [208V],208,30.8606,5000,5208.4,310,-3.84E-06,-3.24E-06,0.00112996,-0.00032702,0.18,480,16.8013,100,480,10/15/2018,N
ABB: PVI-5000-OUTD-US-A [240V],240,32.0325,5000,5190.29,345,-3.55E-06,-1.05E-05,0.000444815,-0.000412056,0.24,480,15.0443,100,480,10/15/2018,N
ABB: PVI-5000-OUTD-US-A [277V],277,38.2066,5000,5162.44,400,-2.70E-06,-1.82E-05,0.000152786,-0.000796994,0.32,480,12.9061,100,480,10/15/2018,N
ABB: PVI-5000-OUTD-US-Z-A [208V],208,30.8606,5000,5208.4,310,-3.84E-06,-3.24E-06,0.00112996,-0.00032702,0.18,480,16.8013,100,480,10/15/2018,N
ABB: PVI-5000-OUTD-US-Z-A [240V],240,32.0325,5000,5190.29,345,-3.55E-06,-1.05E-05,0.000444815,-0.000412056,0.24,480,15.0443,100,480,10/15/2018,N
ABB: PVI-5000-OUTD-US-Z-A [277V],277,38.2066,5000,5162.44,400,-2.70E-06,-1.82E-05,0.000152786,-0.000796994,0.32,480,12.9061,100,480,10/15/2018,N
ABB: PVI-5000-OUTD-US-Z-M-A [208V],208,30.8606,5000,5208.4,310,-3.84E-06,-3.24E-06,0.00112996,-0.00032702,0.18,480,16.8013,100,480,10/15/2018,N
ABB: PVI-5000-OUTD-US-Z-M-A [240V],240,32.0325,5000,5190.29,345,-3.55E-06,-1.05E-05,0.000444815,-0.000412056,0.24,480,15.0443,100,480,10/15/2018,N
ABB: PVI-5000-OUTD-US-Z-M-A [277V],277,38.2066,5000,5162.44,400,-2.70E-06,-1.82E-05,0.000152786,-0.000796994,0.32,480,12.9061,100,480,10/15/2018,N
ABB: PVI-6000-OUTD-US-A [208V],208,30.1749,6000,6267.34,310,-3.60E-06,-6.05E-06,0.00107504,-0.000452873,0.18,480,20.2172,100,480,10/15/2018,N
ABB: PVI-6000-OUTD-US-A [240V],240,29.6929,6000,6236.59,345,-2.90E-06,-1.30E-05,0.000347164,-0.000752911,0.24,480,18.0771,100,480,10/15/2018,N
ABB: PVI-6000-OUTD-US-A [277V],277,35.3609,6000,6196.81,400,-2.03E-06,-2.40E-05,-4.42E-05,-0.00174888,0.32,480,15.492,100,480,10/15/2018,N
ABB: PVI-6000-OUTD-US-Z-A [208V],208,30.1749,6000,6267.34,310,-3.60E-06,-6.05E-06,0.00107504,-0.000452873,0.18,480,20.2172,100,480,10/15/2018,N
ABB: PVI-6000-OUTD-US-Z-A [240V],240,29.6929,6000,6236.59,345,-2.90E-06,-1.30E-05,0.000347164,-0.000752911,0.24,480,18.0771,100,480,10/15/2018,N
ABB: PVI-6000-OUTD-US-Z-A [277V],277,35.3609,6000,6196.81,400,-2.03E-06,-2.40E-05,-4.42E-05,-0.00174888,0.32,480,15.492,100,480,10/15/2018,N
ABB: PVI-6000-OUTD-US-Z-M-A [208V],208,30.1749,6000,6267.34,310,-3.60E-06,-6.05E-06,0.00107504,-0.000452873,0.18,480,20.2172,100,480,10/15/2018,N
ABB: PVI-6000-OUTD-US-Z-M-A [240V],240,29.6929,6000,6236.59,345,-2.90E-06,-1.30E-05,0.000347164,-0.000752911,0.24,480,18.0771,100,480,10/15/2018,N
ABB: PVI-6000-OUTD-US-Z-M-A [277V],277,35.3609,6000,6196.81,400,-2.03E-06,-2.40E-05,-4.42E-05,-0.00174888,0.32,480,15.492,100,480,10/15/2018,N
ABB: PVS-166-TL-POWER-MODULE-1-US [800V],800,469.755,165950,168859,1100,-4.59E-08,-3.21E-06,0.00068461,-0.000806797,12,1200,153.508,850,1200,09/01/2020,N
ABB: PVS-166-TL-POWER-MODULE-2-US [800V],800,469.755,165950,168859,1100,-4.59E-08,-3.21E-06,0.00068461,-0.000806797,12,1200,153.508,850,1200,09/01/2020,N
ABB: PVS-175-TL-POWER-MODULE-1-US [800V],800,705.527,179570,184362,1100,-8.43E-08,-6.84E-06,0.000102179,-0.00112577,12,1200,167.602,850,1200,09/01/2020,N
ABB: PVS-175-TL-POWER-MODULE-2-US [800V],800,705.527,179570,184362,1100,-8.43E-08,-6.84E-06,0.000102179,-0.00112577,12,1200,167.602,850,1200,09/01/2020,N
ABB: PVS-60-TL-R-US [480V],480,148.792,60033,61147.2,720,-1.42E-07,-3.03E-05,0.0010953,-0.000176618,0.9,800,84.9267,570,800,n/a,N
ABB: PVS-60-TL-S-R-US [480V],480,148.792,60033,61147.2,720,-1.42E-07,-3.03E-05,0.0010953,-0.000176618,0.9,800,84.9267,570,800,n/a,N
ABB: PVS-60-TL-S-US [480V],480,148.792,60033,61147.2,720,-1.42E-07,-3.03E-05,0.0010953,-0.000176618,0.9,800,84.9267,570,800,09/01/2020,N
ABB: PVS-60-TL-SC-R-US [480V],480,148.792,60033,61147.2,720,-1.42E-07,-3.03E-05,0.0010953,-0.000176618,0.9,800,84.9267,570,800,n/a,N
ABB: PVS-60-TL-SC-US [480V],480,148.792,60033,61147.2,720,-1.42E-07,-3.03E-05,0.0010953,-0.000176618,0.9,800,84.9267,570,800,09/01/2020,N
ABB: PVS-60-TL-US [480V],480,148.792,60033,61147.2,720,-1.42E-07,-3.03E-05,0.0010953,-0.000176618,0.9,800,84.9267,570,800,09/01/2020,N
ABB: TRIO-50.0-TL-OUTD-US-480 [480V],480,143.158,50000,50880.3,720,-1.27E-07,-2.39E-05,0.000979781,-0.000479974,1,800,70.6671,520,800,10/15/2018,N
ABB: TRIO-60.0-TL-OUTD-US-480 [480V],480,144.202,60000,61110.6,720,-1.22E-07,-2.02E-05,0.000760595,-0.000952974,0.8,800,84.8758,570,800,10/15/2018,N
ABB: TRIO-TM-60.0-US-480 [480V],480,138.366,60000,61112.1,720,-1.40E-07,-3.40E-05,0.000536588,-0.00129626,0.6,800,84.878,570,800,10/15/2018,N
ABB: UNO-7.6-TL-OUTD-S-US-A [208V],208,31.9126,7600,7867.57,340,-2.14E-06,-2.23E-05,0.000900829,0.000352642,1.3,480,23.1399,200,480,2/15/2019,N
ABB: UNO-7.6-TL-OUTD-S-US-A [240V],240,35.9449,7600,7830.65,380,-1.87E-06,-3.72E-05,-0.000293145,-0.000417726,1.4,480,20.607,200,480,2/15/2019,N
ABB: UNO-7.6-TL-OUTD-S-US-A [277V],277,41.1381,7600,7815.42,380,-1.54E-06,-4.80E-05,-0.0014903,-0.00245743,1.5,480,20.5669,200,480,2/15/2019,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-A [208V],208,31.9126,7600,7867.57,340,-2.14E-06,-2.23E-05,0.000900829,0.000352642,1.3,480,23.1399,200,480,2/15/2019,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-A [240V],240,35.9449,7600,7830.65,380,-1.87E-06,-3.72E-05,-0.000293145,-0.000417726,1.4,480,20.607,200,480,2/15/2019,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-A [277V],277,41.1381,7600,7815.42,380,-1.54E-06,-4.80E-05,-0.0014903,-0.00245743,1.5,480,20.5669,200,480,2/15/2019,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-M-A [208V],208,31.9126,7600,7867.57,340,-2.14E-06,-2.23E-05,0.000900829,0.000352642,1.3,480,23.1399,200,480,2/15/2019,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-M-A [240V],240,35.9449,7600,7830.65,380,-1.87E-06,-3.72E-05,-0.000293145,-0.000417726,1.4,480,20.607,200,480,2/15/2019,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-M-A [277V],277,41.1381,7600,7815.42,380,-1.54E-06,-4.80E-05,-0.0014903,-0.00245743,1.5,480,20.5669,200,480,2/15/2019,N
ABB: UNO-8.6-TL-OUTD-S-US-A [240V],240,34.0874,8600,8863.23,380,-1.55E-06,-4.15E-05,-0.000266664,-0.000793071,1.4,480,23.3243,200,480,2/15/2019,N
ABB: UNO-8.6-TL-OUTD-S-US-A [277V],277,40.1776,8600,8849.66,380,-1.44E-06,-4.92E-05,-0.0011678,-0.00158473,1.5,480,23.2886,200,480,2/15/2019,N
ABB: UNO-8.6-TL-OUTD-S-US-Z-A [240V],240,34.0874,8600,8863.23,380,-1.55E-06,-4.15E-05,-0.000266664,-0.000793071,1.4,480,23.3243,200,480,2/15/2019,N
ABB: UNO-8.6-TL-OUTD-S-US-Z-A [277V],277,40.1776,8600,8849.66,380,-1.44E-06,-4.92E-05,-0.0011678,-0.00158473,1.5,480,23.2886,200,480,2/15/2019,N
ABB: UNO-8.6-TL-OUTD-S-US-Z-M-A [240V],240,34.0874,8600,8863.23,380,-1.55E-06,-4.15E-05,-0.000266664,-0.000793071,1.4,480,23.3243,200,480,2/15/2019,N
ABB: UNO-8.6-TL-OUTD-S-US-Z-M-A [277V],277,40.1776,8600,8849.66,380,-1.44E-06,-4.92E-05,-0.0011678,-0.00158473,1.5,480,23.2886,200,480,2/15/2019,N
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA [208V],208,18.3327,3000,3131.55,340,-5.73E-06,-2.18E-05,0.000812584,-0.000619687,0.9,480,9.21045,200,480,8/21/2020,N
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA [240V],240,18.9234,3300,3425.96,355,-4.52E-06,-3.02E-05,0.000474884,-0.0013581,0.9,480,9.6506,200,480,8/21/2020,N
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA-Q [208V],208,18.3327,3000,3131.55,340,-5.73E-06,-2.18E-05,0.000812584,-0.000619687,0.9,480,9.21045,200,480,n/a,N
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA-Q [240V],240,18.9234,3300,3425.96,355,-4.52E-06,-3.02E-05,0.000474884,-0.0013581,0.9,480,9.6506,200,480,n/a,N
ABB: UNO-DM-3.3-TL-PLUS-US-SE-RA [208V],208,18.3327,3000,3131.55,340,-5.73E-06,-2.18E-05,0.000812584,-0.000619687,0.9,480,9.21045,200,480,8/21/2020,N
ABB: UNO-DM-3.3-TL-PLUS-US-SE-RA [240V],240,18.9234,3300,3425.96,355,-4.52E-06,-3.02E-05,0.000474884,-0.0013581,0.9,480,9.6506,200,480,8/21/2020,N
ABB: UNO-DM-3.3-TL-PLUS-US-SZ-RA [208V],208,18.3327,3000,3131.55,340,-5.73E-06,-2.18E-05,0.000812584,-0.000619687,0.9,480,9.21045,200,480,8/21/2020,N
ABB: UNO-DM-3.3-TL-PLUS-US-SZ-RA [240V],240,18.9234,3300,3425.96,355,-4.52E-06,-3.02E-05,0.000474884,-0.0013581,0.9,480,9.6506,200,480,8/21/2020,N
ABB: UNO-DM-3.3-TL-PLUS-US-SZM-RA [208V],208,18.3327,3000,3131.55,340,-5.73E-06,-2.18E-05,0.000812584,-0.000619687,0.9,480,9.21045,200,480,8/21/2020,N
ABB: UNO-DM-3.3-TL-PLUS-US-SZM-RA [240V],240,18.9234,3300,3425.96,355,-4.52E-06,-3.02E-05,0.000474884,-0.0013581,0.9,480,9.6506,200,480,8/21/2020,N
ABB: UNO-DM-3.8-TL-PLUS-US-SB-RA [208V],208,22.5793,3300,3441.95,340,-5.37E-06,-2.93E-05,0.000969936,-0.000453342,0.9,480,10.1234,200,480,8/21/2020,N
ABB: UNO-DM-3.8-TL-PLUS-US-SB-RA [240V],240,23.6469,3800,3942.17,355,-3.81E-06,-2.79E-05,0.000880144,0.000439189,1,480,11.1047,200,480,8/21/2020,N
ABB: UNO-DM-3.8-TL-PLUS-US-SB-RA-Q [208V],208,22.5793,3300,3441.95,340,-5.37E-06,-2.93E-05,0.000969936,-0.000453342,0.9,480,10.1234,200,480,n/a,N
ABB: UNO-DM-3.8-TL-PLUS-US-SB-RA-Q [240V],240,23.6469,3800,3942.17,355,-3.81E-06,-2.79E-05,0.000880144,0.000439189,1,480,11.1047,200,480,n/a,N
ABB: UNO-DM-3.8-TL-PLUS-US-SE-RA [208V],208,22.5793,3300,3441.95,340,-5.37E-06,-2.93E-05,0.000969936,-0.000453342,0.9,480,10.1234,200,480,8/21/2020,N
ABB: UNO-DM-3.8-TL-PLUS-US-SE-RA [240V],240,23.6469,3800,3942.17,355,-3.81E-06,-2.79E-05,0.000880144,0.000439189,1,480,11.1047,200,480,8/21/2020,N
ABB: UNO-DM-3.8-TL-PLUS-US-SZ-RA [208V],208,22.5793,3300,3441.95,340,-5.37E-06,-2.93E-05,0.000969936,-0.000453342,0.9,480,10.1234,200,480,8/21/2020,N
ABB: UNO-DM-3.8-TL-PLUS-US-SZ-RA [240V],240,23.6469,3800,3942.17,355,-3.81E-06,-2.79E-05,0.000880144,0.000439189,1,480,11.1047,200,480,8/21/2020,N
ABB: UNO-DM-3.8-TL-PLUS-US-SZM-RA [208V],208,22.5793,3300,3441.95,340,-5.37E-06,-2.93E-05,0.000969936,-0.000453342,0.9,480,10.1234,200,480,8/21/2020,N
ABB: UNO-DM-3.8-TL-PLUS-US-SZM-RA [240V],240,23.6469,3800,3942.17,355,-3.81E-06,-2.79E-05,0.000880144,0.000439189,1,480,11.1047,200,480,8/21/2020,N
ABB: UNO-DM-4.6-TL-PLUS-US-SB-RA [208V],208,20.8986,4200,4392.77,340,-4.49E-06,-3.07E-05,0.00105434,-0.000137371,0.9,480,12.9199,200,480,8/21/2020,N
ABB: UNO-DM-4.6-TL-PLUS-US-SB-RA [240V],240,24.3548,4600,4783.44,355,-3.94E-06,-3.14E-05,0.000757538,-0.000288942,1,480,13.4745,200,480,8/21/2020,N
ABB: UNO-DM-4.6-TL-PLUS-US-SB-RA-Q [208V],208,20.8986,4200,4392.77,340,-4.49E-06,-3.07E-05,0.00105434,-0.000137371,0.9,480,12.9199,200,480,n/a,N
ABB: UNO-DM-4.6-TL-PLUS-US-SB-RA-Q [240V],240,24.3548,4600,4783.44,355,-3.94E-06,-3.14E-05,0.000757538,-0.000288942,1,480,13.4745,200,480,n/a,N
ABB: UNO-DM-4.6-TL-PLUS-US-SE-RA [208V],208,20.8986,4200,4392.77,340,-4.49E-06,-3.07E-05,0.00105434,-0.000137371,0.9,480,12.9199,200,480,8/21/2020,N
ABB: UNO-DM-4.6-TL-PLUS-US-SE-RA [240V],240,24.3548,4600,4783.44,355,-3.94E-06,-3.14E-05,0.000757538,-0.000288942,1,480,13.4745,200,480,8/21/2020,N
ABB: UNO-DM-4.6-TL-PLUS-US-SZ-RA [208V],208,20.8986,4200,4392.77,340,-4.49E-06,-3.07E-05,0.00105434,-0.000137371,0.9,480,12.9199,200,480,8/21/2020,N
ABB: UNO-DM-4.6-TL-PLUS-US-SZ-RA [240V],240,24.3548,4600,4783.44,355,-3.94E-06,-3.14E-05,0.000757538,-0.000288942,1,480,13.4745,200,480,8/21/2020,N
ABB: UNO-DM-4.6-TL-PLUS-US-SZM-RA [208V],208,20.8986,4200,4392.77,340,-4.49E-06,-3.07E-05,0.00105434,-0.000137371,0.9,480,12.9199,200,480,8/21/2020,N
ABB: UNO-DM-4.6-TL-PLUS-US-SZM-RA [240V],240,24.3548,4600,4783.44,355,-3.94E-06,-3.14E-05,0.000757538,-0.000288942,1,480,13.4745,200,480,8/21/2020,N
ABB: UNO-DM-5.0-TL-PLUS-US-SB-RA [208V],208,27.7352,4600,4776.1,340,-3.38E-06,-6.16E-06,0.00207915,0.00043908,1,480,14.0474,240,480,8/21/2020,N
ABB: UNO-DM-5.0-TL-PLUS-US-SB-RA [240V],240,30.7995,5000,5173.04,355,-3.04E-06,-2.65E-05,0.00125607,-0.000294682,1,480,14.5719,200,480,8/21/2020,N
ABB: UNO-DM-5.0-TL-PLUS-US-SB-RA-QU [208V],208,27.7352,4600,4776.1,340,-3.38E-06,-6.16E-06,0.00207915,0.00043908,1,480,14.0474,240,480,n/a,N
ABB: UNO-DM-5.0-TL-PLUS-US-SB-RA-QU [240V],240,30.7995,5000,5173.04,355,-3.04E-06,-2.65E-05,0.00125607,-0.000294682,1,480,14.5719,200,480,n/a,N
ABB: UNO-DM-5.0-TL-PLUS-US-SE-RA [208V],208,27.7352,4600,4776.1,340,-3.38E-06,-6.16E-06,0.00207915,0.00043908,1,480,14.0474,240,480,8/21/2020,N
ABB: UNO-DM-5.0-TL-PLUS-US-SE-RA [240V],240,30.7995,5000,5173.04,355,-3.04E-06,-2.65E-05,0.00125607,-0.000294682,1,480,14.5719,200,480,8/21/2020,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZ-RA [208V],208,27.7352,4600,4776.1,340,-3.38E-06,-6.16E-06,0.00207915,0.00043908,1,480,14.0474,240,480,8/21/2020,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZ-RA [240V],240,30.7995,5000,5173.04,355,-3.04E-06,-2.65E-05,0.00125607,-0.000294682,1,480,14.5719,200,480,8/21/2020,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZ-RA-U [208V],208,27.7352,4600,4776.1,340,-3.38E-06,-6.16E-06,0.00207915,0.00043908,1,480,14.0474,240,480,n/a,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZ-RA-U [240V],240,30.7995,5000,5173.04,355,-3.04E-06,-2.65E-05,0.00125607,-0.000294682,1,480,14.5719,200,480,n/a,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZM-RA [208V],208,27.7352,4600,4776.1,340,-3.38E-06,-6.16E-06,0.00207915,0.00043908,1,480,14.0474,240,480,8/21/2020,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZM-RA [240V],240,30.7995,5000,5173.04,355,-3.04E-06,-2.65E-05,0.00125607,-0.000294682,1,480,14.5719,200,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-S-XRA [208V],208,26.0106,6000,6212.88,340,-2.74E-06,-2.14E-05,0.00150977,-0.000167176,1.3,480,18.2732,240,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-S-XRA [240V],240,26.377,6000,6183.46,355,-2.12E-06,-3.73E-05,0.000644202,-0.00155834,1.3,480,17.4182,200,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-SB-RA [208V],208,26.0106,6000,6212.88,340,-2.74E-06,-2.14E-05,0.00150977,-0.000167176,1.3,480,18.2732,240,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-SB-RA [240V],240,26.377,6000,6183.46,355,-2.12E-06,-3.73E-05,0.000644202,-0.00155834,1.3,480,17.4182,200,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-SB-RA-QU [208V],208,26.0106,6000,6212.88,340,-2.74E-06,-2.14E-05,0.00150977,-0.000167176,1.3,480,18.2732,240,480,n/a,N
ABB: UNO-DM-6.0-TL-PLUS-US-SB-RA-QU [240V],240,26.377,6000,6183.46,355,-2.12E-06,-3.73E-05,0.000644202,-0.00155834,1.3,480,17.4182,200,480,n/a,N
ABB: UNO-DM-6.0-TL-PLUS-US-SC-RA [208V],208,26.0106,6000,6212.88,340,-2.74E-06,-2.14E-05,0.00150977,-0.000167176,1.3,480,18.2732,240,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-SC-RA [240V],240,26.377,6000,6183.46,355,-2.12E-06,-3.73E-05,0.000644202,-0.00155834,1.3,480,17.4182,200,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-SE-RA [208V],208,26.0106,6000,6212.88,340,-2.74E-06,-2.14E-05,0.00150977,-0.000167176,1.3,480,18.2732,240,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-SE-RA [240V],240,26.377,6000,6183.46,355,-2.12E-06,-3.73E-05,0.000644202,-0.00155834,1.3,480,17.4182,200,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-SZM-RA [208V],208,26.0106,6000,6212.88,340,-2.74E-06,-2.14E-05,0.00150977,-0.000167176,1.3,480,18.2732,240,480,8/21/2020,N
ABB: UNO-DM-6.0-TL-PLUS-US-SZM-RA [240V],240,26.377,6000,6183.46,355,-2.12E-06,-3.73E-05,0.000644202,-0.00155834,1.3,480,17.4182,200,480,8/21/2020,N
Altenergy Power System Inc : DS3 [240V],240,5.60963,896,923.523,39,-1.53E-05,0.00049265,0.0749071,0.0437758,0.0307,43,23.6801,36,43,2/22/2022,N
Altenergy Power System Inc : DS3-H [240V],240,5.43718,1068,1104.11,39,-1.76E-05,0.000464755,0.0666435,0.0283836,0.0302,43,28.3104,36,43,2/22/2022,N
Altenergy Power System Inc : DS3-L [240V],240,5.30723,780,802.926,39,-1.45E-05,0.000485016,0.0780655,0.063142,0.0298,43,20.5878,36,43,2/22/2022,N
