Date,Hour,Price kWh
02/04/2022,5,0.01816
02/04/2022,6,0.01816
02/04/2022,7,0.01846
02/04/2022,8,0.0186
02/04/2022,9,0.01846
02/04/2022,10,0.014
02/04/2022,11,0.00416
02/04/2022,12,0.0001
02/04/2022,13,0.00105
02/04/2022,14,0.00941
02/04/2022,15,0
02/04/2022,16,0
02/04/2022,17,0
02/04/2022,18,0
02/04/2022,19,0.00019
02/04/2022,20,0.01816
02/04/2022,21,0.04
02/04/2022,22,0.05
02/04/2022,23,0.0451
02/04/2022,24,0.04
03/04/2022,1,0.05262
03/04/2022,2,0.04843
03/04/2022,3,0.04621
03/04/2022,4,0.04653
03/04/2022,5,0.04621
03/04/2022,6,0.04744
03/04/2022,7,0.05439
03/04/2022,8,0.09971
03/04/2022,9,0.119
03/04/2022,10,0.06
03/04/2022,11,0.04621
03/04/2022,12,0.02
03/04/2022,13,0.02823
03/04/2022,14,0.02
03/04/2022,15,0.0195
03/04/2022,16,0.0192
03/04/2022,17,0.02515
03/04/2022,18,0.03
03/04/2022,19,0.04811
03/04/2022,20,0.09498
03/04/2022,21,0.16533
03/04/2022,22,0.16072
03/04/2022,23,0.11001
03/04/2022,24,0.0896
04/04/2022,1,0.09218
04/04/2022,2,0.06825
04/04/2022,3,0.085
04/04/2022,4,0.07921
04/04/2022,5,0.06527
04/04/2022,6,0.0655
04/04/2022,7,0.07624
04/04/2022,8,0.08965
04/04/2022,9,0.09099
04/04/2022,10,0.059
04/04/2022,11,0.03171
04/04/2022,12,0.02699
04/04/2022,13,0.01549
04/04/2022,14,0.01549
04/04/2022,15,0.01549
04/04/2022,16,0.03054
04/04/2022,17,0.03497
04/04/2022,18,0.03497
04/04/2022,19,0.03072
04/04/2022,20,0.0382
04/04/2022,21,0.10614
04/04/2022,22,0.104
04/04/2022,23,0.09099
04/04/2022,24,0.08965
05/04/2022,1,0.07025
05/04/2022,2,0.10876
05/04/2022,3,0.11465
05/04/2022,4,0.11533
05/04/2022,5,0.11653
05/04/2022,6,0.12069
05/04/2022,7,0.12272
05/04/2022,8,0.13723
05/04/2022,9,0.13883
05/04/2022,10,0.12362
05/04/2022,11,0.10423
05/04/2022,12,0.08489
05/04/2022,13,0.07
05/04/2022,14,0.06112
05/04/2022,15,0.055
05/04/2022,16,0.05
05/04/2022,17,0.05
05/04/2022,18,0.055
05/04/2022,19,0.075
05/04/2022,20,0.12728
05/04/2022,21,0.16606
05/04/2022,22,0.16498
05/04/2022,23,0.15139
05/04/2022,24,0.13043
06/04/2022,1,0.13554
06/04/2022,2,0.12412
06/04/2022,3,0.12
06/04/2022,4,0.11533
06/04/2022,5,0.11485
06/04/2022,6,0.12491
06/04/2022,7,0.11301
06/04/2022,8,0.09912
06/04/2022,9,0.0948
06/04/2022,10,0.11533
06/04/2022,11,0.06
06/04/2022,12,0.06514
06/04/2022,13,0.06514
06/04/2022,14,0.063
06/04/2022,15,0.06514
06/04/2022,16,0.063
06/04/2022,17,0.06514
06/04/2022,18,0.06514
06/04/2022,19,0.055
06/04/2022,20,0.12745
06/04/2022,21,0.12745
06/04/2022,22,0.13367
06/04/2022,23,0.12745
06/04/2022,24,0.12288
07/04/2022,1,0.11661
07/04/2022,2,0.11043
07/04/2022,3,0.11379
07/04/2022,4,0.11533
07/04/2022,5,0.11202
07/04/2022,6,0.11123
07/04/2022,7,0.13287
07/04/2022,8,0.14145
07/04/2022,9,0.13923
07/04/2022,10,0.083
07/04/2022,11,0.05468
07/04/2022,12,0.0655
07/04/2022,13,0.0655
07/04/2022,14,0.0655
07/04/2022,15,0.06514
07/04/2022,16,0.06514
07/04/2022,17,0.06514
07/04/2022,18,0.0655
07/04/2022,19,0.06689
07/04/2022,20,0.108
07/04/2022,21,0.14335
07/04/2022,22,0.14335
07/04/2022,23,0.1395
07/04/2022,24,0.13596
08/04/2022,1,0.12624
08/04/2022,2,0.11507
08/04/2022,3,0.11533
08/04/2022,4,0.11075
08/04/2022,5,0.11078
08/04/2022,6,0.11216
08/04/2022,7,0.11614
08/04/2022,8,0.12935
08/04/2022,9,0.13501
08/04/2022,10,0.11233
08/04/2022,11,0.04023
08/04/2022,12,0.0333
08/04/2022,13,0.03258
08/04/2022,14,0.03248
08/04/2022,15,0.025
08/04/2022,16,0.02
08/04/2022,17,0.01
08/04/2022,18,0.02
08/04/2022,19,0.03514
08/04/2022,20,0.10753
08/04/2022,21,0.14021
08/04/2022,22,0.13731
08/04/2022,23,0.1349
08/04/2022,24,0.12698
09/04/2022,1,0.12799
09/04/2022,2,0.11786
09/04/2022,3,0.11983
09/04/2022,4,0.11799
09/04/2022,5,0.11824
09/04/2022,6,0.11786
09/04/2022,7,0.12
09/04/2022,8,0.1189
09/04/2022,9,0.12298
09/04/2022,10,0.09
09/04/2022,11,0.04002
09/04/2022,12,0.03258
09/04/2022,13,0.025
09/04/2022,14,0.0055
09/04/2022,15,0.0015
09/04/2022,16,0.0015
09/04/2022,17,0.0001
09/04/2022,18,0.0015
09/04/2022,19,0.00417
09/04/2022,20,0.06396
09/04/2022,21,0.11786
09/04/2022,22,0.12639
09/04/2022,23,0.115
09/04/2022,24,0.10694
10/04/2022,1,0.09821
10/04/2022,2,0.08185
10/04/2022,3,0.07814
10/04/2022,4,0.0719
10/04/2022,5,0.07
10/04/2022,6,0.07296
10/04/2022,7,0.08
10/04/2022,8,0.07814
10/04/2022,9,0.07
10/04/2022,10,0.05513
10/04/2022,11,0.02775
10/04/2022,12,0.02053
10/04/2022,13,0.01552
10/04/2022,14,0.0015
10/04/2022,15,0.0015
10/04/2022,16,0.0001
10/04/2022,17,0.00081
10/04/2022,18,0.02002
10/04/2022,19,0.02994
10/04/2022,20,0.06056
10/04/2022,21,0.085
10/04/2022,22,0.0844
10/04/2022,23,0.0897
10/04/2022,24,0.06721
11/04/2022,1,0.0685
11/04/2022,2,0.06814
11/04/2022,3,0.06
11/04/2022,4,0.06769
11/04/2022,5,0.07289
11/04/2022,6,0.0923
11/04/2022,7,0.101
11/04/2022,8,0.13097
11/04/2022,9,0.14213
11/04/2022,10,0.12335
11/04/2022,11,0.11862
11/04/2022,12,0.1033
11/04/2022,13,0.11065
11/04/2022,14,0.10553
11/04/2022,15,0.06305
11/04/2022,16,0.04002
11/04/2022,17,0.03527
11/04/2022,18,0.035
11/04/2022,19,0.03993
11/04/2022,20,0.10069
11/04/2022,21,0.13425
11/04/2022,22,0.14139
11/04/2022,23,0.12947
11/04/2022,24,0.10955
12/04/2022,1,0.09365
12/04/2022,2,0.06574
12/04/2022,3,0.04164
12/04/2022,4,0.04146
12/04/2022,5,0.042
12/04/2022,6,0.05
12/04/2022,7,0.0685
12/04/2022,8,0.09672
12/04/2022,9,0.09862
12/04/2022,10,0.042
12/04/2022,11,0.025
12/04/2022,12,0.00417
12/04/2022,13,0.00416
12/04/2022,14,0.00416
12/04/2022,15,0.0016
12/04/2022,16,0.0016
12/04/2022,17,0.0016
12/04/2022,18,0.00416
12/04/2022,19,0.00416
12/04/2022,20,0.02028
12/04/2022,21,0.04128
12/04/2022,22,0.07
12/04/2022,23,0.06574
12/04/2022,24,0.04529
13/04/2022,1,0.07941
13/04/2022,2,0.0741
13/04/2022,3,0.07289
13/04/2022,4,0.07286
13/04/2022,5,0.07289
13/04/2022,6,0.0832
13/04/2022,7,0.09076
13/04/2022,8,0.12354
13/04/2022,9,0.10621
13/04/2022,10,0.09065
13/04/2022,11,0.03564
13/04/2022,12,0.06932
13/04/2022,13,0.06118
13/04/2022,14,0.0575
13/04/2022,15,0.05714
13/04/2022,16,0.0001
13/04/2022,17,0.0001
13/04/2022,18,0.0015
13/04/2022,19,0.0016
13/04/2022,20,0.025
13/04/2022,21,0.1
13/04/2022,22,0.122
13/04/2022,23,0.104
13/04/2022,24,0.10361
14/04/2022,1,0.09076
14/04/2022,2,0.08772
14/04/2022,3,0.08741
14/04/2022,4,0.08349
14/04/2022,5,0.0781
14/04/2022,6,0.07224
14/04/2022,7,0.07286
14/04/2022,8,0.07804
14/04/2022,9,0.07804
14/04/2022,10,0.04164
14/04/2022,11,0.03
14/04/2022,12,0.04122
14/04/2022,13,0.03732
14/04/2022,14,0.028
14/04/2022,15,0.0016
14/04/2022,16,0.0015
14/04/2022,17,0.0015
14/04/2022,18,0.002
14/04/2022,19,0.00416
14/04/2022,20,0.0252
14/04/2022,21,0.07325
14/04/2022,22,0.08289
14/04/2022,23,0.07534
14/04/2022,24,0.04634
15/04/2022,1,0.03638
15/04/2022,2,0.0349
15/04/2022,3,0.0325
15/04/2022,4,0.0325
15/04/2022,5,0.03214
15/04/2022,6,0.0331
15/04/2022,7,0.03525
15/04/2022,8,0.037
15/04/2022,9,0.0364
15/04/2022,10,0.025
15/04/2022,11,0.00417
15/04/2022,12,0.0016
15/04/2022,13,0.0015
15/04/2022,14,0.0015
15/04/2022,15,0.0015
15/04/2022,16,0.0001
15/04/2022,17,0
15/04/2022,18,0.0001
15/04/2022,19,0.0015
15/04/2022,20,0.0133
15/04/2022,21,0.03876
15/04/2022,22,0.04428
15/04/2022,23,0.04061
15/04/2022,24,0.03836
16/04/2022,1,0.02828
16/04/2022,2,0.0261
16/04/2022,3,0.0245
16/04/2022,4,0.02372
16/04/2022,5,0.016
16/04/2022,6,0.02038
16/04/2022,7,0.023
16/04/2022,8,0.0245
16/04/2022,9,0.02215
16/04/2022,10,0.00499
16/04/2022,11,0.0015
16/04/2022,12,0.03038
16/04/2022,13,0.03828
16/04/2022,14,0.04
16/04/2022,15,0.03828
16/04/2022,16,0.02414
16/04/2022,17,0.02414
16/04/2022,18,0.02414
16/04/2022,19,0.02414
16/04/2022,20,0.025
16/04/2022,21,0.075
16/04/2022,22,0.12785
16/04/2022,23,0.11017
16/04/2022,24,0.05522
17/04/2022,1,0.08603
17/04/2022,2,0.08187
17/04/2022,3,0.055
17/04/2022,4,0.045
17/04/2022,5,0.045
17/04/2022,6,0.055
17/04/2022,7,0.08396
17/04/2022,8,0.11
17/04/2022,9,0.10422
17/04/2022,10,0.08275
17/04/2022,11,0.04173
17/04/2022,12,0.04424
17/04/2022,13,0.04941
17/04/2022,14,0.05177
17/04/2022,15,0.05803
17/04/2022,16,0.08609
17/04/2022,17,0.08609
17/04/2022,18,0.08609
17/04/2022,19,0.0883
17/04/2022,20,0.08609
17/04/2022,21,0.12512
17/04/2022,22,0.13425
17/04/2022,23,0.10422
17/04/2022,24,0.0883
18/04/2022,1,0.10531
18/04/2022,2,0.08199
18/04/2022,3,0.07562
18/04/2022,4,0.07562
18/04/2022,5,0.07562
18/04/2022,6,0.10127
18/04/2022,7,0.10035
18/04/2022,8,0.12226
18/04/2022,9,0.123
18/04/2022,10,0.10616
18/04/2022,11,0.0752
18/04/2022,12,0.07598
18/04/2022,13,0.0781
18/04/2022,14,0.08
18/04/2022,15,0.078
18/04/2022,16,0.09869
18/04/2022,17,0.09869
18/04/2022,18,0.09869
18/04/2022,19,0.09869
18/04/2022,20,0.11988
18/04/2022,21,0.1371
18/04/2022,22,0.1414
18/04/2022,23,0.12832
18/04/2022,24,0.11141
19/04/2022,1,0.12754
19/04/2022,2,0.1168
19/04/2022,3,0.10571
19/04/2022,4,0.10571
19/04/2022,5,0.10486
19/04/2022,6,0.10587
19/04/2022,7,0.13
19/04/2022,8,0.1391
19/04/2022,9,0.1414
19/04/2022,10,0.13326
19/04/2022,11,0.10826
19/04/2022,12,0.09716
19/04/2022,13,0.0939
19/04/2022,14,0.08964
19/04/2022,15,0.08948
19/04/2022,16,0.08942
19/04/2022,17,0.08942
19/04/2022,18,0.08964
19/04/2022,19,0.10531
19/04/2022,20,0.12225
19/04/2022,21,0.13586
19/04/2022,22,0.145
19/04/2022,23,0.13411
19/04/2022,24,0.12533
20/04/2022,1,0.126
20/04/2022,2,0.12203
20/04/2022,3,0.12361
20/04/2022,4,0.12389
20/04/2022,5,0.12533
20/04/2022,6,0.12722
20/04/2022,7,0.12797
20/04/2022,8,0.14448
20/04/2022,9,0.1447
20/04/2022,10,0.13009
20/04/2022,11,0.1009
20/04/2022,12,0.09075
20/04/2022,13,0.09074
20/04/2022,14,0.08507
20/04/2022,15,0.08467
20/04/2022,16,0.08447
20/04/2022,17,0.08447
20/04/2022,18,0.08467
20/04/2022,19,0.08467
20/04/2022,20,0.12326
20/04/2022,21,0.14742
20/04/2022,22,0.14533
20/04/2022,23,0.13437
20/04/2022,24,0.12944
21/04/2022,1,0.1225
21/04/2022,2,0.11239
21/04/2022,3,0.1176
21/04/2022,4,0.11984
21/04/2022,5,0.11501
21/04/2022,6,0.115
21/04/2022,7,0.1275
21/04/2022,8,0.14154
21/04/2022,9,0.14599
21/04/2022,10,0.12018
21/04/2022,11,0.12813
21/04/2022,12,0.10929
21/04/2022,13,0.09549
21/04/2022,14,0.05544
21/04/2022,15,0.0401
21/04/2022,16,0.02911
21/04/2022,17,0.025
21/04/2022,18,0.02961
21/04/2022,19,0.04931
21/04/2022,20,0.09549
21/04/2022,21,0.13471
21/04/2022,22,0.13551
21/04/2022,23,0.13371
21/04/2022,24,0.1231
22/04/2022,1,0.12201
22/04/2022,2,0.10195
22/04/2022,3,0.10357
22/04/2022,4,0.09317
22/04/2022,5,0.09133
22/04/2022,6,0.09603
22/04/2022,7,0.1
22/04/2022,8,0.10695
22/04/2022,9,0.10918
22/04/2022,10,0.10728
22/04/2022,11,0.07761
22/04/2022,12,0.06961
22/04/2022,13,0.051
22/04/2022,14,0.03484
22/04/2022,15,0.02256
22/04/2022,16,0.01
22/04/2022,17,0.00416
22/04/2022,18,0.00417
22/04/2022,19,0.031
22/04/2022,20,0.0736
22/04/2022,21,0.12927
22/04/2022,22,0.12845
22/04/2022,23,0.12127
22/04/2022,24,0.10164
23/04/2022,1,0.108
23/04/2022,2,0.09752
23/04/2022,3,0.09502
23/04/2022,4,0.08944
23/04/2022,5,0.08667
23/04/2022,6,0.07661
23/04/2022,7,0.0751
23/04/2022,8,0.065
23/04/2022,9,0.05
23/04/2022,10,0.0061
23/04/2022,11,0
23/04/2022,12,0
23/04/2022,13,0.0015
23/04/2022,14,0.0015
23/04/2022,15,0
23/04/2022,16,0
23/04/2022,17,0
23/04/2022,18,0
23/04/2022,19,0
23/04/2022,20,0.00323
23/04/2022,21,0.088
23/04/2022,22,0.12502
23/04/2022,23,0.12
23/04/2022,24,0.10984
24/04/2022,1,0.09
24/04/2022,2,0.0918
24/04/2022,3,0.09182
24/04/2022,4,0.0934
24/04/2022,5,0.10088
24/04/2022,6,0.105
24/04/2022,7,0.11546
24/04/2022,8,0.1338
24/04/2022,9,0.135
24/04/2022,10,0.12692
24/04/2022,11,0.09176
24/04/2022,12,0.07597
24/04/2022,13,0.06589
24/04/2022,14,0.06441
24/04/2022,15,0.0636
24/04/2022,16,0.06461
24/04/2022,17,0.06461
24/04/2022,18,0.06461
24/04/2022,19,0.06461
24/04/2022,20,0.08771
24/04/2022,21,0.13597
24/04/2022,22,0.13655
24/04/2022,23,0.13
24/04/2022,24,0.11915
25/04/2022,1,0.12739
25/04/2022,2,0.12356
25/04/2022,3,0.11
25/04/2022,4,0.09603
25/04/2022,5,0.09175
25/04/2022,6,0.09735
25/04/2022,7,0.1216
25/04/2022,8,0.1341
25/04/2022,9,0.13018
25/04/2022,10,0.095
25/04/2022,11,0.07981
25/04/2022,12,0.06751
25/04/2022,13,0.06021
25/04/2022,14,0.06001
25/04/2022,15,0.04995
25/04/2022,16,0.05667
25/04/2022,17,0.05657
25/04/2022,18,0.065
25/04/2022,19,0.069
25/04/2022,20,0.0811
25/04/2022,21,0.13395
25/04/2022,22,0.14154
25/04/2022,23,0.13753
25/04/2022,24,0.12
26/04/2022,1,0.10679
26/04/2022,2,0.09991
26/04/2022,3,0.09458
26/04/2022,4,0.09398
26/04/2022,5,0.09333
26/04/2022,6,0.1019
26/04/2022,7,0.12516
26/04/2022,8,0.13991
26/04/2022,9,0.14153
26/04/2022,10,0.126
26/04/2022,11,0.11781
26/04/2022,12,0.107
26/04/2022,13,0.09499
26/04/2022,14,0.09179
26/04/2022,15,0.08704
26/04/2022,16,0.08095
26/04/2022,17,0.07947
26/04/2022,18,0.083
26/04/2022,19,0.08704
26/04/2022,20,0.12201
26/04/2022,21,0.13529
26/04/2022,22,0.14612
26/04/2022,23,0.13354
26/04/2022,24,0.12048
27/04/2022,1,0.11369
27/04/2022,2,0.11369
27/04/2022,3,0.105
27/04/2022,4,0.1
27/04/2022,5,0.105
27/04/2022,6,0.1068
27/04/2022,7,0.12339
27/04/2022,8,0.14258
27/04/2022,9,0.13541
27/04/2022,10,0.11318
27/04/2022,11,0.09699
27/04/2022,12,0.0925
27/04/2022,13,0.094
27/04/2022,14,0.091
27/04/2022,15,0.08874
27/04/2022,16,0.08648
27/04/2022,17,0.08648
27/04/2022,18,0.09112
27/04/2022,19,0.09999
27/04/2022,20,0.11735
27/04/2022,21,0.1298
27/04/2022,22,0.13801
27/04/2022,23,0.126
27/04/2022,24,0.12
28/04/2022,1,0.12
28/04/2022,2,0.11527
28/04/2022,3,0.0987
28/04/2022,4,0.11369
28/04/2022,5,0.092
28/04/2022,6,0.09819
28/04/2022,7,0.11
28/04/2022,8,0.12374
28/04/2022,9,0.12638
28/04/2022,10,0.12
28/04/2022,11,0.11281
28/04/2022,12,0.10583
28/04/2022,13,0.10172
28/04/2022,14,0.09278
28/04/2022,15,0.08665
28/04/2022,16,0.08
28/04/2022,17,0.0811
28/04/2022,18,0.09163
28/04/2022,19,0.112
28/04/2022,20,0.118
28/04/2022,21,0.126
28/04/2022,22,0.12693
28/04/2022,23,0.12
28/04/2022,24,0.11602
29/04/2022,1,0.11559
29/04/2022,2,0.11025
29/04/2022,3,0.1061
29/04/2022,4,0.105
29/04/2022,5,0.10124
29/04/2022,6,0.10275
29/04/2022,7,0.10324
29/04/2022,8,0.1094
29/04/2022,9,0.11564
29/04/2022,10,0.10661
29/04/2022,11,0.10358
29/04/2022,12,0.09287
29/04/2022,13,0.07541
29/04/2022,14,0.06901
29/04/2022,15,0.04321
29/04/2022,16,0.03765
29/04/2022,17,0.03
29/04/2022,18,0.03
29/04/2022,19,0.0326
29/04/2022,20,0.05809
29/04/2022,21,0.11434
29/04/2022,22,0.12
29/04/2022,23,0.11557
29/04/2022,24,0.11
30/04/2022,1,0.09928
30/04/2022,2,0.09109
30/04/2022,3,0.08838
30/04/2022,4,0.08549
30/04/2022,5,0.07493
30/04/2022,6,0.07507
30/04/2022,7,0.08462
30/04/2022,8,0.082
30/04/2022,9,0.075
30/04/2022,10,0.05
30/04/2022,11,0.0277
30/04/2022,12,0.04
30/04/2022,13,0.04507
30/04/2022,14,0.03765
30/04/2022,15,0.03
30/04/2022,16,0.04
30/04/2022,17,0.03765
30/04/2022,18,0.03765
30/04/2022,19,0.04337
30/04/2022,20,0.07467
30/04/2022,21,0.11144
30/04/2022,22,0.1222
30/04/2022,23,0.11712
30/04/2022,24,0.10871
01/05/2022,1,0.1099
01/05/2022,2,0.0999
01/05/2022,3,0.09549
01/05/2022,4,0.09059
01/05/2022,5,0.0874
01/05/2022,6,0.088
01/05/2022,7,0.08738
01/05/2022,8,0.08956
01/05/2022,9,0.08426
01/05/2022,10,0.04981
01/05/2022,11,0.031
01/05/2022,12,0.11
01/05/2022,13,0.11495
01/05/2022,14,0.11495
01/05/2022,15,0.09485
01/05/2022,16,0.11
01/05/2022,17,0.081
01/05/2022,18,0.081
01/05/2022,19,0.11
01/05/2022,20,0.067
01/05/2022,21,0.11706
01/05/2022,22,0.12257
01/05/2022,23,0.12257
01/05/2022,24,0.119
02/05/2022,1,0.11134
02/05/2022,2,0.0903
02/05/2022,3,0.0903
02/05/2022,4,0.09
02/05/2022,5,0.0903
02/05/2022,6,0.11048
02/05/2022,7,0.115
02/05/2022,8,0.12769
02/05/2022,9,0.13543
02/05/2022,10,0.11934
02/05/2022,11,0.11521
02/05/2022,12,0.10896
02/05/2022,13,0.09846
02/05/2022,14,0.09276
02/05/2022,15,0.08632
02/05/2022,16,0.09485
02/05/2022,17,0.11218
02/05/2022,18,0.11218
02/05/2022,19,0.11469
02/05/2022,20,0.12499
02/05/2022,21,0.14286
02/05/2022,22,0.14816
02/05/2022,23,0.125
02/05/2022,24,0.11613
03/05/2022,1,0.1162
03/05/2022,2,0.10263
03/05/2022,3,0.10097
03/05/2022,4,0.0978
03/05/2022,5,0.08555
03/05/2022,6,0.09138
03/05/2022,7,0.102
03/05/2022,8,0.1212
03/05/2022,9,0.11934
03/05/2022,10,0.1101
03/05/2022,11,0.0821
03/05/2022,12,0.07761
03/05/2022,13,0.06599
03/05/2022,14,0.04995
03/05/2022,15,0.03801
03/05/2022,16,0.03
03/05/2022,17,0.025
03/05/2022,18,0.04
03/05/2022,19,0.04541
03/05/2022,20,0.08001
03/05/2022,21,0.11784
03/05/2022,22,0.12299
03/05/2022,23,0.11569
03/05/2022,24,0.08549
04/05/2022,1,0.086
04/05/2022,2,0.07961
04/05/2022,3,0.07981
04/05/2022,4,0.07961
04/05/2022,5,0.08001
04/05/2022,6,0.0822
04/05/2022,7,0.10068
04/05/2022,8,0.11509
04/05/2022,9,0.1199
04/05/2022,10,0.10442
04/05/2022,11,0.09
04/05/2022,12,0.0796
04/05/2022,13,0.07107
04/05/2022,14,0.06227
04/05/2022,15,0.05979
04/05/2022,16,0.06514
04/05/2022,17,0.06922
04/05/2022,18,0.07573
04/05/2022,19,0.08061
04/05/2022,20,0.108
04/05/2022,21,0.11552
04/05/2022,22,0.12858
04/05/2022,23,0.12163
04/05/2022,24,0.11509
04/05/2022,1,0.20525
05/05/2022,1,0.11039
05/05/2022,2,0.10409
05/05/2022,3,0.10138
05/05/2022,4,0.10138
05/05/2022,5,0.094
05/05/2022,6,0.10138
05/05/2022,7,0.1109
05/05/2022,8,0.11487
05/05/2022,9,0.11258
05/05/2022,10,0.10261
05/05/2022,11,0.09589
05/05/2022,12,0.09103
05/05/2022,13,0.08499
05/05/2022,14,0.082
05/05/2022,15,0.0789
05/05/2022,16,0.08
05/05/2022,17,0.07543
05/05/2022,18,0.082
05/05/2022,19,0.10138
05/05/2022,20,0.11105
05/05/2022,21,0.13
05/05/2022,22,0.12705
05/05/2022,23,0.11556
05/05/2022,24,0.1109
05/05/2022,1,0.19942
05/05/2022,2,0.19099
05/05/2022,3,0.185
05/05/2022,4,0.19196
05/05/2022,5,0.19984
05/05/2022,6,0.20004
05/05/2022,7,0.20056
05/05/2022,8,0.21
05/05/2022,9,0.21287
05/05/2022,10,0.205
05/05/2022,11,0.19892
05/05/2022,12,0.16878
05/05/2022,13,0.18
05/05/2022,14,0.179
05/05/2022,15,0.16119
05/05/2022,16,0.16025
05/05/2022,17,0.15724
05/05/2022,18,0.159
05/05/2022,19,0.1701
05/05/2022,20,0.19145
05/05/2022,21,0.213
05/05/2022,22,0.22514
05/05/2022,23,0.21434
05/05/2022,24,0.20445
06/05/2022,1,0.2179
06/05/2022,2,0.21374
06/05/2022,3,0.20756
06/05/2022,4,0.20402
06/05/2022,5,0.20657
06/05/2022,6,0.21311
06/05/2022,7,0.21501
06/05/2022,8,0.22069
06/05/2022,9,0.21768
06/05/2022,10,0.20455
06/05/2022,11,0.20055
06/05/2022,12,0.19455
06/05/2022,13,0.19055
06/05/2022,14,0.181
06/05/2022,15,0.16403
06/05/2022,16,0.16
06/05/2022,17,0.1505
06/05/2022,18,0.15005
06/05/2022,19,0.15641
06/05/2022,20,0.19855
06/05/2022,21,0.21
06/05/2022,22,0.23147
06/05/2022,23,0.2243
06/05/2022,24,0.21038
07/05/2022,1,0.20978
07/05/2022,2,0.205
07/05/2022,3,0.20283
07/05/2022,4,0.20001
07/05/2022,5,0.1995
07/05/2022,6,0.2001
07/05/2022,7,0.20178
07/05/2022,8,0.20561
07/05/2022,9,0.205
07/05/2022,10,0.1707
07/05/2022,11,0.15699
07/05/2022,12,0.15142
07/05/2022,13,0.14999
07/05/2022,14,0.152
07/05/2022,15,0.148
07/05/2022,16,0.148
07/05/2022,17,0.14523
07/05/2022,18,0.14523
07/05/2022,19,0.15511
07/05/2022,20,0.20561
07/05/2022,21,0.21834
07/05/2022,22,0.229
07/05/2022,23,0.22312
07/05/2022,24,0.20838
08/05/2022,1,0.2081
08/05/2022,2,0.1933
08/05/2022,3,0.19192
08/05/2022,4,0.18601
08/05/2022,5,0.18298
08/05/2022,6,0.18606
08/05/2022,7,0.18497
08/05/2022,8,0.18593
08/05/2022,9,0.18362
08/05/2022,10,0.16345
08/05/2022,11,0.14033
08/05/2022,12,0.12817
08/05/2022,13,0.135
08/05/2022,14,0.135
08/05/2022,15,0.11799
08/05/2022,16,0.09662
08/05/2022,17,0.1136
08/05/2022,18,0.1494
08/05/2022,19,0.18
08/05/2022,20,0.20978
08/05/2022,21,0.22376
08/05/2022,22,0.23835
08/05/2022,23,0.22591
08/05/2022,24,0.2179
09/05/2022,1,0.20908
09/05/2022,2,0.19921
09/05/2022,3,0.19607
09/05/2022,4,0.19111
09/05/2022,5,0.19368
09/05/2022,6,0.21072
09/05/2022,7,0.222
09/05/2022,8,0.23176
09/05/2022,9,0.22847
09/05/2022,10,0.21921
09/05/2022,11,0.19995
09/05/2022,12,0.1976
09/05/2022,13,0.20023
09/05/2022,14,0.19915
09/05/2022,15,0.19192
09/05/2022,16,0.18394
09/05/2022,17,0.19063
09/05/2022,18,0.20201
09/05/2022,19,0.2054
09/05/2022,20,0.21199
09/05/2022,21,0.22682
09/05/2022,22,0.25044
09/05/2022,23,0.23157
09/05/2022,24,0.21672
10/05/2022,1,0.21641
10/05/2022,2,0.20561
10/05/2022,3,0.19797
10/05/2022,4,0.198
10/05/2022,5,0.19835
10/05/2022,6,0.20235
10/05/2022,7,0.22408
10/05/2022,8,0.23795
10/05/2022,9,0.235
10/05/2022,10,0.22
10/05/2022,11,0.21002
10/05/2022,12,0.2015
10/05/2022,13,0.19563
10/05/2022,14,0.18652
10/05/2022,15,0.185
10/05/2022,16,0.17622
10/05/2022,17,0.17937
10/05/2022,18,0.19358
10/05/2022,19,0.20978
10/05/2022,20,0.21595
10/05/2022,21,0.23
10/05/2022,22,0.23696
10/05/2022,23,0.22909
10/05/2022,24,0.22361
11/05/2022,1,0.20715
11/05/2022,2,0.1928
11/05/2022,3,0.1855
11/05/2022,4,0.179
11/05/2022,5,0.17946
11/05/2022,6,0.18572
11/05/2022,7,0.21637
11/05/2022,8,0.22884
11/05/2022,9,0.224
11/05/2022,10,0.2
11/05/2022,11,0.18024
11/05/2022,12,0.17125
11/05/2022,13,0.16604
11/05/2022,14,0.16398
11/05/2022,15,0.1614
11/05/2022,16,0.15531
11/05/2022,17,0.15511
11/05/2022,18,0.15737
11/05/2022,19,0.16604
11/05/2022,20,0.17416
11/05/2022,21,0.21637
11/05/2022,22,0.22
11/05/2022,23,0.20601
11/05/2022,24,0.19293
12/05/2022,1,0.16604
12/05/2022,2,0.16499
12/05/2022,3,0.16398
12/05/2022,4,0.16111
12/05/2022,5,0.16302
12/05/2022,6,0.17242
12/05/2022,7,0.20978
12/05/2022,8,0.21297
12/05/2022,9,0.21606
12/05/2022,10,0.21
12/05/2022,11,0.20422
12/05/2022,12,0.18618
12/05/2022,13,0.17501
12/05/2022,14,0.16604
12/05/2022,15,0.16499
12/05/2022,16,0.16398
12/05/2022,17,0.16398
12/05/2022,18,0.16568
12/05/2022,19,0.18618
12/05/2022,20,0.20001
12/05/2022,21,0.21297
12/05/2022,22,0.22749
12/05/2022,23,0.22432
12/05/2022,24,0.21297
13/05/2022,1,0.21
13/05/2022,2,0.20271
13/05/2022,3,0.189
13/05/2022,4,0.17701
13/05/2022,5,0.185
13/05/2022,6,0.2032
13/05/2022,7,0.22693
13/05/2022,8,0.23366
13/05/2022,9,0.238
